account_number,name,entity_type,status,registered,domestic_or_foreign,formation_place,naics,street,city,state,zip,email
3512071,Haq Al Cake Inc,Stock,Active,2026-09-10,Foreign,NEW YORK,Confectionery Merchant Wholesalers (424450),10 Bernhard Rd,North Haven,CT,06473-3905,fareed@northeastdsd.com
3512317,Clad LLC,LLC,Active,2026-09-10,Foreign,MASSACHUSETTS,Roofing Contractors (238160),24 Oak St,Dedham,MA,02026-1904,ilya@cladproject.com
3512507,Apex Painting & Finishes LLC,LLC,Active,2026-09-10,Domestic,Connecticut,Painting and Wall Covering Contractors (238320),139 1st St,Hamden,CT,06514-4916,apexpaintingct@gmail.com
3512670,RRC & Company LLC,LLC,Active,2026-09-10,Domestic,Connecticut,Finish Carpentry Contractors (238350),83 Driftway Rd,Danbury,CT,06811-5125,rykardochaves2019@gmail.com
3513172,SIMPLY FUNDING LLC,LLC,Active,2026-09-10,Foreign,NEW YORK,Consumer Lending (522291),525 Washington Blvd,Jersey City,NJ,07310-1606,melanieadler@simplyfunding.com
3513531,TD 3D Design & Manufacturing LLC,LLC,Active,2026-09-10,Domestic,Connecticut,All Other Miscellaneous Manufacturing (339999),62 Stafford Rd,Somers,CT,06071-1241,trentd52@gmail.com
3513652,Edit My House LLC,LLC,Active,2026-09-10,Domestic,Connecticut,Residential Remodelers (236118),301 N Beauregard St Apt 1109,Alexandria,VA,22312-2913,admin@editmyhouse.com
3513704,Amaury Barber Shop LLC,LLC,Active,2026-09-10,Domestic,Connecticut,Barber Shops (812111),604 Ogden St,Bridgeport,CT,06608-1763,amauryvioh3110@hotmail.com
3513706,"Modern Energy Mechanical, LLC",LLC,Active,2026-09-10,Foreign,DELAWARE,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",287 Walton Avenue,Bronx,NY,10451,john@hickory.ai
3513744,SUNVIEW LENDING LLC,LLC,Active,2026-09-10,Domestic,Connecticut,Consumer Lending (522291),21 Hearthstone Dr,Hebron,CT,06248-1202,admin@sunviewlending.online
3513748,R&D Plumbing LLC,LLC,Active,2026-09-10,Domestic,Connecticut,Other Building Finishing Contractors (238390),131 Chasse St,Wolcott,CT,06716,receipts@state-filings.us
3513749,DinoBytes LLC,LLC,Active,2026-09-10,Domestic,Connecticut,Custom Computer Programming Services (541511),2389 Main Street,Glastonbury,CT,06033,filings@doola.com
3513753,13 brand Limited Liability Company,LLC,Active,2026-09-10,Domestic,Connecticut,Clothing and Clothing Accessories Retailers (458110),56 Valley Falls Rd,Vernon Rockville,CT,06066-5522,jasonhillman79@yahoo.com
3513756,SaintSense LLC,LLC,Active,2026-09-10,Domestic,Connecticut,All Other Miscellaneous Manufacturing (339999),521 Ezra Street,Bridgeport,CT,06606,saintsense011924@gmail.com
3513760,Release to Rise LLC,LLC,Active,2026-09-10,Domestic,Connecticut,"Independent Artists, Writers, and Performers (711510)",2389 Main St. Ste 100,Glastonbury,CT,06033,eastern@northwestregisteredagent.com
3513767,"OUR FUTURE FOUNDATION, INC.",Non-Stock,Active,2026-09-10,Domestic,Connecticut,Other Individual and Family Services (624190),,,,,theloyalfamilyvlog@gmail.com
3513768,Stability Design Co LLC,LLC,Active,2026-09-10,Domestic,Connecticut,All Other General Merchandise Retailers (455219),2389 Main St. Ste 100,Glastonbury,CT,06033,eastern@northwestregisteredagent.com
3513770,Thames Stamp Club Corp.,Non-Stock,Active,2026-09-10,Domestic,Connecticut,Civic and Social Organizations (813410),,,,,vannoordennen@sbcglobal.net
3513772,"Sky Blanco, LLC",LLC,Active,2026-09-10,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),37 Overlook Drive,New Canaan,CT,06840,scott.skyrm@yahoo.com
3513774,Dual Channels LLC,LLC,Active,2026-09-10,Domestic,Connecticut,Vending Machine Operators (445132),2389 Main St. Ste 100,Glastonbury,CT,06033,eastern@northwestregisteredagent.com
3513776,UNITED PRO PAINTING & HOME IMPROVEMENT LLC,LLC,Active,2026-09-10,Domestic,Connecticut,Painting and Wall Covering Contractors (238320),5 Barnum Ct,Danbury,CT,06810-5601,infous2019@gmail.com
3513781,Placed LLC,LLC,Active,2026-09-10,Domestic,Connecticut,Interior Design Services (541410),373 Westchester Ave,Tuckahoe,NY,10707-1614,hello@placedstudio.com
3513787,Ward Property Management LLC,LLC,Active,2026-09-10,Domestic,Connecticut,Nonresidential Property Managers (531312),755 Bread and Milk St,Coventry,CT,06238,ward.chris987@gmail.com
3513799,"Fancy A Fork, LLC",LLC,Active,2026-09-10,Domestic,Connecticut,Caterers (722320),30 Woodrow St,West Hartford,CT,06107-2723,jesse@fancyafork.com
3513801,MethodNorthUSA LLC,LLC,Active,2026-09-10,Domestic,Connecticut,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services (518210)",2 ONEILL LANE,BRANFORD,CT,06405,hello@methodnorth.co
3513802,Barbara's Apothecary LLC,LLC,Active,2026-09-10,Domestic,Connecticut,Soap and Other Detergent Manufacturing (325611),102 Prospect St,Vernon Rockville,CT,06066,robertmbusque@gmail.com
3513804,Erika Nikole LLC,LLC,Active,2026-09-10,Domestic,Connecticut,"Independent Artists, Writers, and Performers (711510)",28 Fawn Meadow Dr,Naugatuck,CT,06770-3580,erikanikolejohnson@outlook.com
3513813,Convergent Markets Advisory LLC,LLC,Active,2026-09-10,Domestic,Connecticut,Other Management Consulting Services (541618),268 Post Rd Ste 200 #550354,Fairfield,CT,06824,chuck@convergentmarketsadvisory.com
3513824,"KNK Builders, LLC",LLC,Active,2026-09-10,Domestic,Connecticut,New Housing For-Sale Builders (236117),1088 Chase Pkwy,Waterbury,CT,06708-2942,bkaneelectric@yahoo.com
3513828,"Oriana Tascione, PLLC",LLC,Active,2026-09-10,Domestic,Connecticut,All Other Legal Services (541199),354 Wheelers Farms Rd,Milford,CT,06461,o.tascione@gmail.com
3513829,LA Q-EVA DEL BUEN SABOR LLC,LLC,Active,2026-09-10,Domestic,Connecticut,Limited-Service Restaurants (722513),647 East Main St,Waterbury,CT,06702,rgc768223@gmail.com
3513831,"Madison Home Services, Llc",LLC,Active,2026-09-10,Domestic,Connecticut,Residential Remodelers (236118),35 Sols Point Rd,Clinton,CT,06413-2300,mauriguy@sbcglobal.net
3513835,Terro LLC,LLC,Active,2026-09-10,Domestic,Connecticut,All Other Personal Services (812990),61 Elliot st,Hartford,CT,06112,terronlindo517@gmail.com
3513840,Strine Cakes LLC,LLC,Active,2026-09-10,Domestic,Connecticut,Retail Bakeries (311811),213 Greenwood Ave,Bethel,CT,06801-2134,prime.business@outlook.com
3513841,89 Windrow LLC,LLC,Active,2026-09-10,Domestic,Connecticut,Residential Property Managers (531311),89 Windrow Road,Norfolk,CT,06058,bluepeter4@gmail.com
3513842,Vape Brothers LLc,LLC,Active,2026-09-10,Domestic,Connecticut,"Tobacco, Electronic Cigarette, and Other Smoking Supplies Retailers (459991)",1287 Silas Deane Hwy,Wethersfield,CT,06109-4302,pakshabbir385@gmail.com
3513847,1079 Broad Property LLC,LLC,Active,2026-09-10,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),195 Centennial Dr,Milford,CT,06461-1678,h_hazboun_2012@hotmail.com
3513850,Southworth Gray LLC,LLC,Active,2026-09-10,Domestic,Connecticut,Marketing Consulting Services (541613),2389 Main St.,Glastonbury,CT,06033,eastern@northwestregisteredagent.com
3513854,LJWG LLC,LLC,Active,2026-09-10,Domestic,Connecticut,All Other Personal Services (812990),67 Mason Street,Fairfield,CT,06825,lisa@lisa-jacoby.com
3513858,Luna Lee Photography LLC,LLC,Active,2026-09-10,Domestic,Connecticut,All Other Personal Services (812990),11 Idlewood,Bethel,CT,06801,johndinh203@icloud.com
3513859,Sellmark Corporation,Stock,Active,2026-09-10,Foreign,TEXAS,Commercial and Service Industry Machinery Manufacturing (333310),2201 Heritage Parkway,Mansfield,TX,76063,le@sellmark.net
3513861,NOROBA LLC,LLC,Active,2026-09-10,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),"36 RUSS STREET , 3RD FLOOR #1732",HARTFORD,CT,06106,efile1234@incfile.com
3513864,HMH WELDING & REPAIR LLC,LLC,Active,2026-09-10,Domestic,Connecticut,Commercial and Industrial Machinery and Equipment except Automotive and Electronic Repair and Maintenance (811310),25 COUNTRY CLUB RD,TORRINGTON,CT,06790,efile1234@incfile.com
3513866,Law Holdings LLC,LLC,Active,2026-09-10,Domestic,Connecticut,Offices of Other Holding Companies (551112),1 Dale Rd,New Fairfield,CT,06812-4338,lrocc1023@gmail.com
3513868,DURAN LIQUOR LLC,LLC,Active,2026-09-10,Domestic,Connecticut,"Beer, Wine, and Liquor Retailers (445320)",81 Bank St,Waterbury,CT,06702,anthony_wil@icloud.com
3513869,"YARD PLUS, LLC",LLC,Active,2026-09-10,Domestic,Connecticut,Landscaping Services (561730),62 BIG BEAR HILL RD,New Milford,CT,06776,efieschi72@gmail.com
3513870,BH Property Acquisitions LLC,LLC,Active,2026-09-10,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),1090 Kane Concourse,Bay Harbor Islands,FL,33154-2130,lmanagestone@gmail.com
3513873,GlowWithGomez LLC,LLC,Active,2026-09-10,Domestic,Connecticut,"Independent Artists, Writers, and Performers (711510)",375 N Colony St,Wallingford,CT,06492-3185,glowwithgomez777@hotmail.com
3513880,258 NORTH MAIN LLC,LLC,Active,2026-09-10,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),258 N Main St,Ansonia,CT,06401-1411,vavidon@yahoo.com
3513886,Next Level Electric L.L.C.,LLC,Active,2026-09-10,Domestic,Connecticut,Electrical Contractors and Other Wiring Installation Contractors (238210),25 Mohegan Dr,Griswold,CT,06351-1320,nextlevelelectric2@gmail.com
3513892,Just Grind Training LLC,LLC,Active,2026-09-10,Domestic,Connecticut,Sports and Recreation Instruction (611620),64 Woodridge Circle,Trumbull,CT,06611,jwesturner813@yahoo.com
3513895,PRO PAINTING SERVICES LLC,LLC,Active,2026-09-10,Domestic,Connecticut,Painting and Wall Covering Contractors (238320),15 BECKETT ST,DANBURY,CT,06810,pedrorubens64@gmail.com
3513901,Chingo Transports LLC,LLC,Active,2026-09-10,Domestic,Connecticut,"General Freight Trucking, Long-Distance, Less Than Truckload (484122)",14 Walsh St,Bloomfield,CT,06002-3261,chingotransportsllc@gmail.com
3513915,"Arte & Trigo, LLC",LLC,Active,2026-09-10,Domestic,Connecticut,Commercial Bakeries (311812),12 Elm St,New Milford,CT,06776,arteetrigobakery@gmail.com
3513917,Mindful Market LLC,LLC,Active,2026-09-10,Domestic,Connecticut,All Other General Merchandise Retailers (455219),58 Gillotti Rd,New Fairfield,CT,06812-2526,hamadahmed2507@icloud.com
3513919,groundA LLC,LLC,Active,2026-09-10,Domestic,Connecticut,Other Scientific and Technical Consulting Services (541690),157 Church Street,New Haven,CT,06519,thomas.joa@bridgehouse.law
3513927,Inventra Technologies LLC,LLC,Active,2026-09-10,Domestic,Connecticut,"Research and Development in the Physical, Engineering, and Life Sciences except Nanotechnology and Biotechnology (541715)",3102 Town Walk Drive,Hamden,CT,06518,dripline2026@gmail.com
3513928,15 Pythian LLC,LLC,Active,2026-09-10,Domestic,Connecticut,Residential Property Managers (531311),100 Delaware Rd,Easton,CT,06612-2106,yuliacoggin@aol.com
3513930,Summit Operations LLC,LLC,Active,2026-09-10,Domestic,Connecticut,Administrative Management and General Management Consulting Services (541611),7 Bethpage Dr,Bethel,CT,06801-2301,claraleles00@gmail.com
3513938,"Minhaj-ul-Quran USA, Inc.",Non-Stock,Active,2026-09-10,Foreign,TEXAS,All Other Miscellaneous Schools and Instruction (611699),16810 Shortleaf Timber Dr,Humble,TX,77346-4958,mqi.usa001@gmail.com
3513941,20 Pythian LLC,LLC,Active,2026-09-10,Domestic,Connecticut,Residential Property Managers (531311),100 Delaware Rd,Easton,CT,06612-2106,yuliacoggin@aol.com
3513943,The Athletic Office LLC,LLC,Active,2026-09-10,Domestic,Connecticut,Software Publishers (513210),11 Regan Cir,Shelton,CT,06484-6040,coachmac30@yahoo.com
3513945,Like DecorationsRD LLC,LLC,Active,2026-09-10,Domestic,Connecticut,Other Specialized Design Services (541490),704 Central Ave,Bridgeport,CT,06607-1701,awildariverapena@gmail.com
3513957,805 Main Street LLC,LLC,Active,2026-09-10,Domestic,Connecticut,Residential Property Managers (531311),23 Hubbard Rd,Wilton,CT,06897-3056,yuliacoggin@aol.com
3513963,"LOCAL OPTICS, LLC",LLC,Active,2026-09-10,Foreign,,561499,"4539 N 22ND ST., STE R",PHOENIX,AZ,85016,JHALLAM@TMVHOLDINGS.COM
3513966,28-30 Nesbit Avenue LLC,LLC,Active,2026-09-10,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),41 Crossroads Plz,West Hartford,CT,06117-2402,ken.potter2008@gmail.com
3513969,BATTLE ROAD DIGITAL LLC,LLC,Active,2026-09-10,Foreign,NEW JERSEY,Software Publishers (513210),3161 Ala Ilima St,Honolulu,HI,96818-3055,filings@discern.com
3513983,Moeller Marine And Mechanical LLC,LLC,Active,2026-09-10,Domestic,Connecticut,Engineering Services (541330),59 S Main St,East Hampton,CT,06424,moellermarinemechanical@gmail.com
3513985,43-45 Main street Torrington LLC,LLC,Active,2026-09-10,Domestic,Connecticut,Other Activities Related to Real Estate (531390),25 water street,Torrington,CT,06790,arlenegonzalez81@gmail.com
3513990,"CRKDesign, LLC",LLC,Active,2026-09-10,Domestic,Connecticut,Interior Design Services (541410),156 Overlook Drive,Greenwich,CT,06830,christarob@gmail.com
3513991,Kay Pearl Luxury Antilles LLC,LLC,Active,2026-09-10,Domestic,Connecticut,All Other General Merchandise Retailers (455219),1217 WHITNEY AVE,HAMDEN,CT,06517,kaypearlluxuryantilles@gmail.com
3513996,NU HOODIE MFP LLC,LLC,Active,2026-09-10,Domestic,Connecticut,All Other General Merchandise Retailers (455219),2609 East 14 Street,Brooklyn,NY,20001,info@nuhoodiemfp.com
3514000,Solmara LLC,LLC,Active,2026-09-10,Domestic,Connecticut,Supermarkets and Other Grocery Retailers except Convenience Retailers (445110),270 Maple Hill Road,Naugatuck,CT,06770,davidallegrini17@gmail.com
3514001,Rustiques LLC,LLC,Active,2026-09-10,Domestic,Connecticut,Used Merchandise Retailers (459510),484 Quaddick Rd,Thompson,CT,06277,recipts@state-fillings.us
3514007,Sweeno Solutions LLC,LLC,Active,2026-09-10,Domestic,Connecticut,All Other Support Activities for Transportation (488999),239 Pleasant View Ave,Bristol,CT,06010-7278,sweenosolutionsllc@gmail.com
3514008,Living Worlds Interactive LLC,LLC,Active,2026-09-10,Domestic,Connecticut,Software Publishers (513210),2389 Main St.,Glastonbury,CT,06033,eastern@northwestregisteredagent.com
3514009,Cowboy Hobby Group LLC,LLC,Active,2026-09-10,Domestic,Connecticut,"Hobby, Toy, and Game Retailers (459120)",200 Broad St,STAMFORD,CT,06901-2074,pokecowboytcg@gmail.com
3514012,Brio West Farms 2080 LLC,LLC,Active,2026-09-10,Domestic,Connecticut,Full-Service Restaurants (722511),2389 Main St. Ste 100,Glastonbury,CT,06033,eastern@northwestregisteredagent.com
3514015,Beyond The Road Limited Liability Company,LLC,Active,2026-09-10,Domestic,Connecticut,Couriers and Express Delivery Services (492110),46 Bob White Way,Moosup,CT,06354-1701,beyondtheroad@aol.com
3514021,"Gurley Road Development, LLC",LLC,Active,2026-09-10,Domestic,Connecticut,Lessors of Other Real Estate Property (531190),17R Boston Post Rd,Waterford,CT,06385,marc@benvenutioil.com
3514022,CALIXTO SERVICES CT LLC,LLC,Active,2026-09-10,Domestic,Connecticut,Document Preparation Services (561410),788 Maplewood Ave,Bridgeport,CT,06605-1603,wenservices1@gmail.com
3514026,Wonders & Notions Publishing LLC,LLC,Active,2026-09-10,Domestic,Connecticut,Book Publishers (513130),45 LaPerle Ave.,Plainfield,CT,06374,4jensbits@gmail.com
3514028,4550 Meadows Lanes LLC,LLC,Active,2026-09-10,Domestic,Connecticut,Child Care Services (624410),333 Schermerhorn St,Brooklyn,NY,11217-1047,jenelmco1@outlook.com
3514029,AY LANDSCAPE PROPERTY MANAGEMENT Corp.,Stock,Active,2026-09-10,Domestic,Connecticut,Landscaping Services (561730),,,,,eturcios@turciosins.com
3514031,369 Shelton LLC,LLC,Active,2026-09-10,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),183 Wilson St,Brooklyn,NY,11211-7578,havenestatesct@gmail.com
3514037,Bala Energy LLC,LLC,Active,2026-09-10,Foreign,PENNSYLVANIA,Electrical Contractors and Other Wiring Installation Contractors (238210),108 Colket Ln,Chester,PA,19333,eastern@northwestregisteredagent.com
3514038,Three Sombreros LLC,LLC,Active,2026-09-10,Domestic,Connecticut,Full-Service Restaurants (722511),93 E Elm St,Torrington,CT,06790-5045,singularitydigitalservices@gmail.com
3514042,Finahco LLC,LLC,Active,2026-09-10,Domestic,Connecticut,All Other General Merchandise Retailers (455219),2389 Main St. Ste 100,Glastonbury,CT,06033,eastern@northwestregisteredagent.com
3514047,Miniature Precision Ball Co. LLC,LLC,Active,2026-09-10,Domestic,Connecticut,Industrial Supplies Merchant Wholesalers (423840),956 Old Colony Rd,Meriden,CT,06451-7921,andrewmcavallo@protonmail.com
3514050,Ground to Crown Landscaping LLC,LLC,Active,2026-09-10,Domestic,Connecticut,Landscaping Services (561730),245 George St,Middletown,CT,06457-6708,jose@groundtocrownlandscaping.com
3514051,Peak IQ llc,LLC,Active,2026-09-10,Domestic,Connecticut,Environmental Consulting Services (541620),528 New Park Ave,West Hartford,CT,06110-1352,jerry@peakiq.energy
3514055,"Kempinski Property Solutions, LLC",LLC,Active,2026-09-10,Domestic,Connecticut,Landscaping Services (561730),20 Curiosity Lane,Essex,CT,06426,kempinskipropertysolutions@gmail.com
3514066,"Prospera Market Strategies, LLC",LLC,Active,2026-09-10,Foreign,DELAWARE,Miscellaneous Financial Investment Activities (523999),200 W 6th St,Austin,TX,78701-3161,cbarkett@centurionih.com
3514069,Oxford Home LLC,LLC,Active,2026-09-10,Domestic,Connecticut,Residential Property Managers (531311),6 Velms Dr,Ansonia,CT,06401-2657,umumbrellamultiservices@gmail.com
3514076,Scoop Force LLC,LLC,Active,2026-09-10,Domestic,Connecticut,Solid Waste Collection (562111),56 Newport Ave,Shelton,CT,06484-5522,contact@scoopforceshelton.com
3514080,"Nitor E, LLC",LLC,Active,2026-09-10,Foreign,NORTH CAROLINA,Electrical Contractors and Other Wiring Installation Contractors (238210),2389 Main St,Glastonbury,CT,06033,eastern@registeredagentsinc.com
3514082,Adam & Envi Resiliency LLC,LLC,Active,2026-09-10,Domestic,Connecticut,Other Management Consulting Services (541618),219 Glenbrook Rd,Stamford,CT,06906,caitrin@adamandevni.com
3514093,LUX Coffee and Tea LLC,LLC,Active,2026-09-10,Domestic,Connecticut,All Other Specialty Food Retailers (445298),54 Terrace Ave,Riverside,CT,06878,eastern@registeredagentsinc.com
3514095,The Second Breath LLC,LLC,Active,2026-09-10,Domestic,Connecticut,All Other Miscellaneous Schools and Instruction (611699),81 Aresco Dr,Middletown,CT,06457-4067,jlynndeegan@gmail.com
3514098,Irri Care LLC,LLC,Active,2026-09-10,Domestic,Connecticut,Water Supply and Irrigation Systems (221310),5 Rippowarn Road,Stamford,CT,06902,ocromar@msn.com
3514102,RPM Ventures 2 LLC,LLC,Active,2026-09-10,Domestic,Connecticut,Lessors of Nonresidential Buildings except Miniwarehouses (531120),69 SOUNDVIEW AVE,MADISON,CT,06443,rpantalena@comcast.net
3514103,"52 Pearl, LLC",LLC,Active,2026-09-10,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),243 Wilson St,Waterbury,CT,06708-3426,onegugis@gmail.com
