permit,job_filing,filing_reason,issued,approved,expires,work_type,job_description,estimated_cost,house,street,borough,zip,contractor_license_type,contractor_business,contractor_address,owner_business,owner_city,owner_state,status
B01430789-S2-EW-SP,B01430789-S2,Initial Permit,2026-09-10,2026-09-09,2027-01-31,Sprinklers,"PROPOSED TO CUT, CAP AND DEMOLISH SPRINKLER SYSTEM. NO CHANGE TO USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION.",12100,1679,BEDFORD AVENUE,Brooklyn,11225,F,TRISTATE FIRE SPRINK INC,1237 39 STREET 1ST FLOOR,LEVIATHAN,,,Permit Issued
B01432025-I1-GC,B01432025-I1,Initial Permit,2026-09-10,2026-09-09,2026-12-08,General Construction,"PROPOSED INTERIOR RENOVATION ON CELLAR, 1ST AND 2ND FLOOR PLANS. STUCCO ON FACADE. NO CHANGE IN USE EGRESS OR OCCUPANCY.",382200,1596,EAST 17 STREET,Brooklyn,11230,GC,NESPO LLC,802 AVENUE U,NESPO LLC,,,Permit Issued
B01432051-I1-GC,B01432051-I1,Initial Permit,2026-09-10,2026-08-13,2027-01-24,General Construction,"Interior General Construction work at Basement level; kitchen and bath remodel, relocation of non-load bearing partitions.",50004.03,60,CHEEVER PLACE,Brooklyn,11231,GC,BL BUILDEX LLC,"10 AVENUE P, APT 1F",Not Applicable,,,Permit Issued
B01432844-I1-SL,B01432844-I1,Initial Permit,2026-09-10,2026-09-04,2027-03-31,Solar,"INSTALLATION OF SOLAR PV SYSTEM. NO CHANGE TO USE, EGRESS, OR OCCUPANCY.",52800,219,50 STREET,Brooklyn,11220,GC,BROOKLYN SOLARWORKS LLC,200 6TH STREET SUITE 3G,Fifth Avenue Committee,,,Permit Issued
B01434226-S1-PL,B01434226-S1,Initial Permit,2026-09-10,2026-09-04,2026-11-12,Plumbing,"Plumbing work in apartment # 3L in conjunction with general construction Job # B01434226-I1. No change to use, occupancy or egress.",225,135,RUSSELL STREET,Brooklyn,11222,P,ORBIT PLBG & HTG INC,2341 MCDONALD AVE,,,,Permit Issued
B01437337-I1-GC,B01437337-I1,Initial Permit,2026-09-10,2026-09-04,2027-03-28,General Construction,"INTERIOR RENOVATION OF AN EXIST. 3-FAMILY 3-STORY BUILDING. NO CHANGE TO EXIST. USE, EGRESS & OCCUPANCY.",312000,427,STOCKHOLM STREET,Brooklyn,11237,GC,HOME STYLE IMPROVEMENTS *,"3512 FARRINGTON ST, 1ST FL",Not Applicable,,,Permit Issued
B01440019-I1-GC,B01440019-I1,Initial Permit,2026-09-10,2026-08-13,2026-11-08,General Construction,"APPLICATION FILED HEREWITH FOR INTERIOR RENOVATION AT CELLAR, FIRST, SECOND AND THIRD FLOOR WITH REPLACEMENT FACADE AND ROOF OF EXISTING (3) THREE STORY WITH CELLAR, (6) SIX FAMILY BUILDING. NO CHANGE IN USE, EGRESS OR OCCUPANCY",148400,1250,44 STREET,Brooklyn,11219,GC,J&R CONSTRUCTION SERVICES,3915 QUENTIN ROAD,n/a,,,Permit Issued
B01440041-I1-SL,B01440041-I1,Initial Permit,2026-09-10,2026-09-03,2027-03-31,Solar,"INSTALLATION OF SOLAR PV SYSTEM. NO CHANGE TO USE, EGRESS, OR OCCUPANCY.",56001,217,50 STREET,Brooklyn,11220,GC,BROOKLYN SOLARWORKS LLC,200 6TH STREET SUITE 3G,Fifth Avenue Committee,,,Permit Issued
B01440584-I1-FN,B01440584-I1,Initial Permit,2026-09-10,2026-08-20,2027-01-01,Construction Fence,Installation of construction fence for public protection during construction work. Filed in conjunction with JOB#B00780673-I1 & B00780673-S1.,15000,532,ALBANY AVENUE,Brooklyn,11203,GC,PERFETTO ENTERPRISES CO I,2074 RICHMOND TERRACE,NYC SCHOOL CONSTRUCTION AUTHORITY,,,Permit Issued
B01440903-I1-GC,B01440903-I1,Initial Permit,2026-09-10,2026-08-19,2026-12-19,General Construction,"ALTERATION APPLICATION TO THE EXISTING 2 STORY + CELLAR MINOR FACADE REPAIR AS PER PLAN. NO CHANGE TO USE, OCCUPANCY AND EGRESS",20000,1854,47 STREET,Brooklyn,11204,GC,EMPIRE MANAGEMENT & CON*,49 MONTROSE AVE SUITE A,125 KINGS LLC,,,Permit Issued
B01443365-I1-FN,B01443365-I1,Initial Permit,2026-09-10,2026-09-09,2026-11-18,Construction Fence,"INSTALLATION OF TEMPORARY PLYWOOD FENCE AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",1,739,EAST 89 STREET,Brooklyn,11236,GC,BA GLOBAL CONSTRUCTION,524 MCDONALD AVENUE,Not Applicable,,,Permit Issued
B01444063-I1-FN,B01444063-I1,Initial Permit,2026-09-10,2026-08-14,2026-09-18,Construction Fence,8' construction fence,5000,2110,62 STREET,Brooklyn,11204,GC,BOLD BUILDERS NY INC,1921 51ST STREET,PR,,,Permit Issued
B01444574-I1-BE,B01444574-I1,Initial Permit,2026-09-10,2026-08-19,2026-10-04,Boiler Equipment,HEREWITH FILING TO REPLACE EXISTING GAS BOILER AS PER PLANS. NO CHANGE TO USE EGRESS OR OCCUPANCY.,15000,140,WYCKOFF AVENUE,Brooklyn,11237,P,DW PLUMBING INC,115-58 DUNKIRK STREET,GMC PROPERTY MANAGEMENT,,,Permit Issued
B01445283-I1-SG,B01445283-I1,Initial Permit,2026-09-10,2026-08-25,2026-11-13,Sign,"NON-ILLUMINATED NON-ADVERTISING ACCESSORY WALL SIGN - GREEN ROOM CANNABIS DISPENSARY. NO CHANGE OF USE, EGRESS OR OCCUPANCY.",2400,2253,EMMONS AVENUE,Brooklyn,11235,S,ACTIVE SIGNS INC,828 6TH AVENUE 2ND FLOOR,"PILHOF REALTY ASSOCIATES, LP",,,Permit Issued
B01447198-I1-SL,B01447198-I1,Initial Permit,2026-09-10,2026-09-09,2026-10-19,Solar,"ROOFTOP SOLAR INSTALLATION. NO CHANGE TO USE, OCCUPANCY OR EGRESS.",184117.08,947,EAST 27 STREET,Brooklyn,11210,GC,KAMTECH RESTORATION CORP,203 SHERIDAN BLVD,,,,Permit Issued
B01447853-I1-BE,B01447853-I1,Initial Permit,2026-09-10,2026-09-08,2026-12-31,Boiler Equipment,REPLACE BOILER AND GAS/OIL BURNER. FILED IN CONJUNCTION WITH LAA NO. B01447404-I1.,200000,445,EAST 5 STREET,Brooklyn,11218,O,APPROVED OIL CO OF BKLYN,6717 4TH AVENUE,SIDAHAR CORP,,,Permit Issued
B01447853-S1-PL,B01447853-S1,Initial Permit,2026-09-10,2026-09-08,2026-12-31,Plumbing,NEW GAS LINE FROM EXISTING GAS METER. NEW GAS CONNECTION TO REPLACEMENT BURNER FROM EXISTING GAS METER,12000,445,EAST 5 STREET,Brooklyn,11218,P,"BELL FUEL OIL, LLC",6717 4TH AVENUE,SIDAHAR CORP,,,Permit Issued
B01447853-S2-GC,B01447853-S2,Initial Permit,2026-09-10,2026-09-08,2026-12-05,General Construction,INSTALL CHIMNEY LINER.,25000,445,EAST 5 STREET,Brooklyn,11218,GC,GUARANTEED HOME IMPROVEME,500 OLDBETHPAGE ROAD,SIDAHAR CORP,,,Permit Issued
B01448339-S1-SF,B01448339-S1,Initial Permit,2026-09-10,2026-09-10,2027-02-16,Supported Scaffold,"PROPOSED INSTALLATION OF SUPPORTED SCAFFOLD AS PER PLANS. SCAFFOLD SHALL COMPLY WITH CHAPTER #33 OF THE NYC BUILDING CODE. NO CHANGE IN USE, OCCUPANCY, OR EGRESS UNDER THIS APPLICATION",5000,1455,55 STREET,Brooklyn,11219,GC,TRIBECA CONSTRUCTION GROU,137-38 78 STREET,TRIBECA CONSTRUCTION GROUP INC,,,Permit Issued
B01448548-I1-GC,B01448548-I1,Initial Permit,2026-09-10,2026-09-02,2026-10-17,General Construction,"INTERIOR WORK TO (2) APARTMENTS. NO CHANGE TO USE, EGRESS, OR OCCUPANCY. NO WORK TO THE WINDOWS OR FACDE",95300,709,FULTON STREET,Brooklyn,11217,GC,DAILY MAINTENANCE LLC,29 W 36TH STREET,Not Applicable,,,Permit Issued
B01449317-I1-GC,B01449317-I1,Initial Permit,2026-09-10,2026-09-02,2027-01-20,General Construction,General construction related to the renovation of an existing two-family residence.,345150,697,HANCOCK STREET,Brooklyn,11233,GC,NY CONSTRUCTION&STONE INC,20 BURNHAM LN,Not Applicable,,,Permit Issued
B01449750-I1-GC,B01449750-I1,Initial Permit,2026-09-10,2026-08-25,2026-10-15,General Construction,Interior renovation of existing tenant suite,260000,161,COURT STREET,Brooklyn,11201,GC,ALCHEMY DEVELOPMENT,87 LAFAYETTE AVE,prospect management,,,Permit Issued
B01450841-I1-GC,B01450841-I1,Initial Permit,2026-09-10,2026-09-03,2026-12-11,General Construction,"Remove existing parking lot perimeter wall including copings, railings & gates. Construct new 3 wythe wall w/precast copings & metal fabricated railings. Provide & install 1 double & 1 single metal gate. No change in use, egress or occupanc",83078,1901,86 STREET,Brooklyn,11214,GC,3 L. BROS. CORP,130 BAYARD STREET,"JP Morgan Chase Bank, N.A",,,Permit Issued
B01451230-I1-PMM,B01451230-I1,Initial Permit,2026-09-10,2026-09-10,2026-11-16,Protection and Mechanical Methods,"INSTALLATION OF TEMPORARY PERSONNEL HOIST AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",6000,1104,PACIFIC STREET,Brooklyn,11238,GC,CORE SCAFFOLD SYSTEMS INC,417 MYRTLE AVE SUITE 14,OWNERS REP,,,Permit Issued
B01452135-I1-SL,B01452135-I1,Initial Permit,2026-09-10,2026-09-01,2027-04-06,Solar,"Installation of a 23.37kW, Grid-Tied, Roof-Mounted photovoltaic system at 38 Varick St, Brooklyn, NY 11222",110270,38,VARICK STREET,Brooklyn,11222,GC,NYSS LLC,385 WEST JOHN STREET UNIT 100,ROUX ENVIRONMENTAL ENG,,,Permit Issued
B01452338-I1-GC,B01452338-I1,Initial Permit,2026-09-10,2026-09-09,2026-12-12,General Construction,"PROPOSE INTERIOR NON STRUCTURAL DEMOLITION. NO CHANGE IN USE, OCCUPANCY , EGRESS OR BULK TO EXISTING 3 STORY, W/ BSMT + CELLAR",116825,54,GREENE AVENUE,Brooklyn,11238,GC,KORK INC,2755 EAST 63RD STREET,Not Applicable,,,Permit Issued
B01452773-I1-GC,B01452773-I1,Initial Permit,2026-09-10,2026-09-08,2027-03-04,General Construction,"INTERIOR RENOVATION OF EXISTING 1-FAMILY HOUSE WITH REPAIRING PARTITIONS , FLOOR, CEILING, PAINTING WORK, NEW PARTITIONS, DOORS, FLOOR TILES AS PER PLAN. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",136000,1075,77 STREET,Brooklyn,11228,GC,MERCURY BUILDING ASSO INC,124-15 METROPOLITAN AVENUE,Not Applicable,,,Permit Issued
B01452836-I1-SF,B01452836-I1,Initial Permit,2026-09-10,2026-09-10,2027-05-29,Supported Scaffold,INSTALLATION OF PIPE SCAFFOLDING AS PER PLANS. ALL EQUIPMENT SHALL COMPLY WITH CHAPTER # 33 OF THE 2022 CODE. NO CHANGE IN USE OCCUPANCY OR EGRESS UNDER THIS APPLICATION.,10000,39,SIDNEY PLACE,Brooklyn,11201,GC,TITAN SERVICES USA INC,10958 134TH ST,TITAN SERVICES USA INC.,,,Permit Issued
B01452879-S1-MS,B01452879-S1,Initial Permit,2026-09-10,2026-09-02,2026-12-01,Mechanical Systems,"Filing plans herewith for Mechanical work related to the build out of a McDonalds restaurant. No change to use, egress, or occupancy.",363397,625,FULTON STREET,Brooklyn,11201,GC,TOM RECTENWALD CONSTRUCTI,110 NORTH JEFFERSON STREET,HSD CONSTRUCTION LLC,,,Permit Issued
B01452934-I1-SL,B01452934-I1,Initial Permit,2026-09-10,2026-08-31,2027-04-07,Solar,"INSTALLATION OF SOLAR PANELS ON EXISTING ROOF. NO CHANGE IN USE, OCCUPANCY, OR EGRESS. NO CHANGE IN BULK",60530,1137,EAST 17 STREET,Brooklyn,11230,GC,SUNDAY ENERGY LLC,137 LYNCH ST APT 2,Not Applicable,,,Permit Issued
B01452948-I1-GC,B01452948-I1,Initial Permit,2026-09-10,2026-09-08,2026-10-18,General Construction,"RENOVATION OF EXISTING COMMERCIAL STORE iN 1st FLOOR WITH GENERAL CONSTRUCTION AND MECHANICAL WORK: INSTALL NEW PARTITIONS, FLOOR/WALL FINISHES. MECHANICAL WORK FOR NEW EXHAUST HOOD IN EXISTING COMMERCIAL SPACE IN THE 1ST FLOOR AS PER PLAN.",100000,6818,FT HAMILTON PARKWAY,Brooklyn,11219,GC,KALE CONSTRUCTION INC,145-12 24 AVE,PR,,,Permit Issued
B01452948-I1-MS,B01452948-I1,Initial Permit,2026-09-10,2026-09-08,2026-10-18,Mechanical Systems,"RENOVATION OF EXISTING COMMERCIAL STORE iN 1st FLOOR WITH GENERAL CONSTRUCTION AND MECHANICAL WORK: INSTALL NEW PARTITIONS, FLOOR/WALL FINISHES. MECHANICAL WORK FOR NEW EXHAUST HOOD IN EXISTING COMMERCIAL SPACE IN THE 1ST FLOOR AS PER PLAN.",100000,6818,FT HAMILTON PARKWAY,Brooklyn,11219,GC,KALE CONSTRUCTION INC,145-12 24 AVE,PR,,,Permit Issued
B01453386-I1-GC,B01453386-I1,Initial Permit,2026-09-10,2026-09-03,2027-02-02,General Construction,INTERIOR RENOVATION AT EATING AND DRINKING ESTABLISHMENT AS PER PLANS FILED HEREWITH. THERE IS NO CHANGE IN EGRESS AND OCCUPANCY.,101200,14,BUSHWICK AVENUE,Brooklyn,11211,GC,LION JOINT VENTURES LLC,597 EAST BOSTON POST ROAD,Thousand Sunny Inc.,,,Permit Issued
B01453604-I1-ST,B01453604-I1,Initial Permit,2026-09-10,2026-09-08,2027-01-02,Structural,REPAIR OF MASONRY WALLS AND COLUMNS. REMOVAL AND REPLACEMENT OF 1ST FLOOR CONCRETE SLAB,50000,363 GAR,5 STREET,Brooklyn,11215,GC,HARROW NY INC,50-20 38TH STREET,Sollevare Group,,,Permit Issued
B01454015-I1-SL,B01454015-I1,Initial Permit,2026-09-10,2026-09-08,2026-09-30,Solar,"INSTALLATION OF SOLAR PANELS, ROOFTOP, RAILED, GRID-TIED, 20 MODULES, 8.2K W",41000,295,PENNSYLVANIA AVENUE,Brooklyn,11207,PE,MOMENTUM SOLAR,3096 B HAMILTON BLVD,Not Applicable,,,Permit Issued
B01454202-I1-GC,B01454202-I1,Initial Permit,2026-09-10,2026-09-02,2026-11-10,General Construction,"Application filed herewith for interior renovations at cellar, first floor, and second floor with facade restoration of existing 2 family dwelling units in 2 story building.",68000,2102,61 STREET,Brooklyn,11204,GC,M. INT'L ENGINEERING PLLC,85-18 212TH STREET,Stonecrest,,,Permit Issued
B01454669-I1-SL,B01454669-I1,Initial Permit,2026-09-10,2026-09-03,2026-09-30,Solar,"Installation of solar panels, rootop, grid tied, railed, 20 modules, 8.2 KW",41000,10575,FLATLANDS 3 STREET,Brooklyn,11236,PE,MOMENTUM SOLAR,3096 B HAMILTON BLVD,Not Applicable,,,Permit Issued
B01454754-S1-MS,B01454754-S1,Initial Permit,2026-09-10,2026-09-04,2027-03-02,Mechanical Systems,"Mechanical work associated with renovations to existing three family building. No change in occupancy, use or egress.",18000,11,GOODWIN PLACE,Brooklyn,11221,GC,NTF MANAGEMENT INC,6241 FOREST AVE APT 3P,GREENBROOK PARTNERS,,,Permit Issued
B01455046-I1-SL,B01455046-I1,Initial Permit,2026-09-10,2026-09-03,2026-09-30,Solar,"Installation of solar panels, rooftop, grid tied, railed, 8 modules, 3.28 KW",16400,552,SCHROEDERS AVENUE,Brooklyn,11239,PE,MOMENTUM SOLAR,3096 B HAMILTON BLVD,Not Applicable,,,Permit Issued
B01455137-I1-PL,B01455137-I1,Initial Permit,2026-09-10,2026-09-08,2027-05-10,Plumbing,"RENOVATION OF EXISTING CELLAR AND 1ST FLOOR WITH PLUMBING WORK: REPLACE KITCHEN AND BATHROOM FIXTURES ON 1ST FLOOR; REPLACE 2-PC RESTROOM, WASHER,DRYER AND NEW BOILER AND HOT WATER HEATER ON CELLAR; NO CHANGE IN USE,EGRESS OR OCCUPANCY UNDE",50000,2202,BURNETT STREET,Brooklyn,11229,P,CATMAN PLUMBING INC,20-11 COLLEGE POINT BLVD,PR,,,Permit Issued
B01455368-I1-GC,B01455368-I1,Initial Permit,2026-09-10,2026-09-09,2026-10-18,General Construction,"RENOVATION OF EXISTING COMMERCIAL SPACE ON FIRST FLOOR WITH GENERAL CONSTRUCTION: INSTALL NEW PARTITIONS, FLOOR/WALL FINISHES. INSTALL NEW ADA RESTROOM AS PER PLAN. NO CHANGE IN USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION.",100000,2073,86 STREET,Brooklyn,11214,GC,KALE CONSTRUCTION INC,145-12 24 AVE,PR,,,Permit Issued
B01455626-I1-SH,B01455626-I1,Initial Permit,2026-09-10,2026-09-10,2026-12-09,Sidewalk Shed,"INSTALLATION OF TEMPORARY HEAVY DUTY SIDEWALK SHED AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY. SIDEWALK SHED SHALL COMPLY WITH CHAPTER #33 OF 2022 THE NYC BUILDING CODE. LIVE LOAD 300PSF.",1000,105,UNDERHILL AVENUE,Brooklyn,11238,GC,ANDAMIO SCAFFOLDING LLC,20 BURLING LANE (BOX 4-1),PRO-H DEVELOPMENT INC,,,Permit Issued
B01455761-I1-GC,B01455761-I1,Initial Permit,2026-09-10,2026-09-08,2027-03-04,General Construction,"PROPOSE MINOR ALTERATION AT CELLAR AS PER PLAN. NO CHANGE IN USE, EGRESS OR BULK.",16300,152,AVENUE T,Brooklyn,11223,GC,MERCURY BUILDING ASSO INC,124-15 METROPOLITAN AVENUE,Innospark Design,,,Permit Issued
B01456244-I1-GC,B01456244-I1,Initial Permit,2026-09-10,2026-09-09,2026-10-18,General Construction,"RENOVATION OF EXISTING CELLAR, 1ST AND 2ND FLOOR WITH GENERALCONSTRUCTION: NEW PARTITIONS, DOORS, FLOORING AND COSMETIC WORK; REPLACECONCRETE STAIR AT REAR YARD. NO CHANGE IN USE, EGRESS OR OCCUPANCY UNDERTHIS APPLICATION.",150000,418,82 STREET,Brooklyn,11209,GC,KALE CONSTRUCTION INC,145-12 24 AVE,PR,,,Permit Issued
B01456248-I1-PL,B01456248-I1,Initial Permit,2026-09-10,2026-09-09,2027-05-10,Plumbing,"RENOVATION OF EXISTING CELLAR, 1ST AND 2ND FLOOR WITH PLUMBING WORK:RELOCATE KITCHEN AND BATHROOM FIXTURES; NEW YARD DRAIN AT REAR YARD. NEW 2-PC RESTROOM, WASHER, DRYER, BOILERS AND HOT WATER HEATERS IN CELLAR; NO CHANGE IN USE, EGRESS OR ",60000,418,82 STREET,Brooklyn,11209,P,CATMAN PLUMBING INC,20-11 COLLEGE POINT BLVD,PR,,,Permit Issued
B01456635-I1-FN,B01456635-I1,Initial Permit,2026-09-10,2026-09-10,2026-12-09,Construction Fence,"INSTALLATION OF 300 PSF SIDEWALK SHED, PIPE SCAFFOLD, SYSTEM SCAFFOLD AND CONSTRUCTION FENCE AS PER PLANS. ALL EQUIPMENT SHALL COMPLY WITH CHAPTER #33 OF THE 2022 CODE. NO CHANGE IN USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION.",50000,95,AMITY STREET,Brooklyn,11201,GC,MC SUPERSTRUCTURE INC,135-53 NORTHERN BLVD #2B,PR,,,Permit Issued
B01456635-I1-SF,B01456635-I1,Initial Permit,2026-09-10,2026-09-10,2026-12-09,Construction Fence,"INSTALLATION OF 300 PSF SIDEWALK SHED, PIPE SCAFFOLD, SYSTEM SCAFFOLD AND CONSTRUCTION FENCE AS PER PLANS. ALL EQUIPMENT SHALL COMPLY WITH CHAPTER #33 OF THE 2022 CODE. NO CHANGE IN USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION.",50000,95,AMITY STREET,Brooklyn,11201,GC,MC SUPERSTRUCTURE INC,135-53 NORTHERN BLVD #2B,PR,,,Permit Issued
B01456851-I1-PMM,B01456851-I1,Initial Permit,2026-09-10,2026-09-10,2026-11-16,Protection and Mechanical Methods,"INSTALLATION OF TEMPORARY ENGINEERED ENCLOSURE SYSTEM AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY",1,877,GRAND STREET,Brooklyn,11211,GC,CORE SCAFFOLD SYSTEMS INC,417 MYRTLE AVE SUITE 14,OWNERS REP,,,Permit Issued
B01456893-I1-SH,B01456893-I1,Initial Permit,2026-09-10,2026-09-09,2026-11-16,Sidewalk Shed,"INSTALLATION OF TEMPORARY SIDEWALK SHED AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",1,234,CLARKSON AVENUE,Brooklyn,11226,GC,CORE SCAFFOLD SYSTEMS INC,417 MYRTLE AVE SUITE 14,OWNERS REP,,,Permit Issued
B01457022-I1-SC,B01457022-I1,Initial Permit,2026-09-10,2026-09-09,2027-03-05,Suspended Scaffold,"SUSPENDED SCAFFOLD OUTRIGGER SYSTEM FOR EXTERIOR FACADE RESTORATION WORK AND FACADE INSPECTION AT 483 CARLTON AVENUE, BROOKLYN, NY 11238",0,483,CARLTON AVENUE,Brooklyn,11238,R,P&K CONTRACTING INC,"180-07 JAMAICA AVE, STE-BSMT",P & K CONTRACTING INC,,,Permit Issued
B01457488-I1-SF,B01457488-I1,Initial Permit,2026-09-10,2026-09-10,2026-10-06,Supported Scaffold,"INSTALLATION OF PIPE SCAFFOLDING AS PER PLANS. PIPE SCAFFOLDING SHALL COMPLY WITH CHAPTER #33 OF THE NYC BUILDING CODE 2022. NO CHANGE IN USE, OCCUPANCY, OR EGRESS UNDER THIS APPLICATION.",5000,656,LEONARD STREET,Brooklyn,11222,GC,ACE GROUP NY CORP,34 BARCLAY STREET,ACE GROUP NY CORP.,,,Permit Issued
B01457520-I1-SH,B01457520-I1,Initial Permit,2026-09-10,2026-09-10,2026-12-09,Sidewalk Shed,"INSTALLATION OF 300PSF SIDEWALK SHED AS PER PLANS. ALL EQUIPMENT SHALL COMPLY WITH CH #33 OF THE NYC CODE 2022. NO CHANGE IN USE, OCCUPANCY OR EGRESS UNDER THIS APPLICATION.",9000,314,LIVINGSTON STREET,Brooklyn,11217,GC,SAFETECH ENTERPRISES CORP,50 HENDRICKSON AVE,SAFETECH ENTERPRISES CORP,,,Permit Issued
B01457523-I1-BE,B01457523-I1,Initial Permit,2026-09-10,2026-09-09,2027-01-04,Boiler Equipment,"INSTALLATION OF BOILER , OIL BURNER AND OIL TANK ON MOBILE TRAILER # 20 .",100000,9221,DITMAS AVENUE,Brooklyn,11236,O,ENVIRONMENTAL PRO MECH,9221 DITMAS AVENUE,PR,,,Permit Issued
B08019702-I1-PL,B08019702-I1,Initial Permit,2026-09-10,2022-12-07,2027-05-01,Plumbing,"PLUMBING MODIFICATION ON CELLAR, 1ST & 2ND FLOOR (BASE BUILDING) AS PER PLANS FILED HEREWITH.",10000,300,CADMAN PLAZA WEST,Brooklyn,11201,P,PREFERRED MECHANICAL INC,"155 WEST 231ST STREET, FL 1",PR,,,Permit Issued
M00341158-I1-PL,M00341158-I1,Initial Permit,2026-09-10,2026-03-18,2027-01-12,Plumbing,REMOVE AND REPLACE ALL GAS PIPING THROUGHOUT BUILDING INCLUDING RISER AND METERS. EXISTING GAS SERVICE TO REMAIN.,799249,219,EAST 97 STREET,Manhattan,10029,P,D.D.S. MECH PBG&HTG CORP,"150-42 12 AVENUE, 2ND FL",NYCHA,,,Permit Issued
M00346057-I1-PL,M00346057-I1,Initial Permit,2026-09-10,2021-10-29,2027-01-12,Plumbing,"REMOVE AND REPLACE ALL GAS PIPING THROUGHOUT BUILDING INCLUDING RISERS, METERS & GAS SERVICE. COMPLETE REPLACEMENT OF GAS SERVICE FROM STREET MAIN UP TO AND INCLUDING HOUSE SERVICE VALVE.",795550,230,EAST 102 STREET,Manhattan,10029,P,D.D.S. MECH PBG&HTG CORP,"150-42 12 AVENUE, 2ND FL",NYCHA,,,Permit Issued
M00777494-I1-ST,M00777494-I1,Initial Permit,2026-09-10,2022-10-13,2027-04-22,Structural,"Application filed for repair to sidewalk window wells as per drawings filed herewith. no change to use, egress or occupancy as a part of this application.",32792,585,WEST END AVENUE,Manhattan,10024,GC,NEW PACE CONTRACTING CORP,1067 ASTOR.AVE,PR,,,Permit Issued
M00897703-S1-ST,M00897703-S1,Initial Permit,2026-09-10,2026-06-23,2026-12-13,Structural,"Chimney Steel Repair & Replacement. No change to Use, Ooccupancy or Egress.",29490,304,EAST 41 STREET,Manhattan,10017,GC,CANIDO BASONAS CONST SVC,314 48TH STREET,R.E.M. RESIDENTIAL,,,Permit Issued
M00940750-S4-PL,M00940750-S4,Initial Permit,2026-09-10,2025-04-14,2027-05-01,Plumbing,Install new drinking fountain a regular height next to existing ADA drinking fountain at gymnasium.,5400,500,WEST 138 STREET,Manhattan,10031,P,VARSITY PLBG AND HTG INC,31-99 123RD STREET,NYCSCA,,,Permit Issued
M01033437-S6-EW-SP,M01033437-S6,Initial Permit,2026-09-10,2026-05-15,2027-01-01,Sprinklers,"INSTALLATION OF A NEW SPRINKLER SYSTEM THROUGHOUT THE BUILDING AND PROVISION OF THE SPRINKLER COVERAGE TO THE EXISTING LAYOUT. NO CHANGE TO USE, EGRESS OR OCCUPANCY.",1199700,95,WEST 119 STREET,Manhattan,10026,F,STANDARD FIRE PROTECT LLC,"425 GRAND STREET, SUITE 1",NEW YORK CITY HOUSING AUTHORITY,,,Permit Issued
M01081107-S2-FO,M01081107-S2,Initial Permit,2026-09-10,2024-08-05,2026-10-28,Foundation,FOUNDAIOTN WORK FOR THE RENOVATION OF SIDEWALK VAULTS AS PER PLANS.,250000,509,MADISON AVENUE,Manhattan,10022,GC,MJM CONSTR ASSOCIATES LLC,125 BEACH 128TH STREET,509 MADISON AVENUE ASSOCIATES,,,Permit Issued
M01140703-S1-SF,M01140703-S1,Initial Permit,2026-09-10,2026-09-10,2027-02-16,Supported Scaffold,"PROPOSED INSTALLATION OF SUPPORTED SCAFFOLD AS PER PLANS. SCAFFOLD SHALL COMPLY WITH CHAPTER #33 OF THE NYC BUILDING CODE. NO CHANGE IN USE, OCCUPANCY, OR EGRESS UNDER THIS APPLICATION",5000,424,EAST 77 STREET,Manhattan,10075,GC,TRIBECA CONSTRUCTION GROU,137-38 78 STREET,TRIBECA CONSTRUCTION GROUP INC,,,Permit Issued
M01165028-S3-EW-SP,M01165028-S3,Initial Permit,2026-09-10,2026-08-20,2026-11-06,Sprinklers,Filing subsequent sprinkler application for the removal and installation of sprinkler heads in existing system in apartment 3E,121500,84,MERCER STREET,Manhattan,10012,F,VIP FIRE SPRINKLER INC,700 COLUMBIA STREET BLDG 301A,145 EAST 15TH STREET TENANTS CORP.,,,Permit Issued
M01168805-S5-SF,M01168805-S5,Initial Permit,2026-09-10,2026-08-31,2027-03-24,Supported Scaffold,"INSTALLATION AND USE OF TEMPORARY SUPPORTED SCAFFOLD AS PER PLANS FILED HEREWITH. NO CHANGE TO USE, EGRESS, OR OCCUPANCY UNDER THIS APPLICATION.",50000,347,5 AVENUE,Manhattan,10016,GC,AVARGA CONSTRUCTION CORP,"505 8TH AVE.,13TH FL STE12A04",Avarga Construction Corp.,,,Permit Issued
